title,heading,content,tokens
Australia at the 2020 Summer Olympics,Artistic swimming,"Australia fielded a squad of eight artistic swimmers to compete in the women's duet and team event through an Oceania continental selection in the team free routine at the 2019 FINA World Championships in Gwangju, South Korea. The artistic swimming squad, highlighted by Rio 2016 Olympians Hannah Cross, Emily Rogers, and Amie Thompson, were officially selected to the Australian roster for the Games on 26 February 2020. Initially set to compete in both duet and team events at the rescheduled Games, Rio 2016 Olympian Rose Stackpole officially announced her retirement from the sport in August 2020. Instead, rookie Hannah Burkhill was selected to complete the rest of the squad on 4 September 2020.
On 2 July 2021, Carolyn Rayna Buckle was announced as an inclusion to the team after the retirement of Hannah Cross.",169
Australia at the 2020 Summer Olympics,Athletics,"Australian athletes further achieved the entry standards, either by qualifying time or by world ranking, in the following track and field events (up to a maximum of three athletes in each event):
On 19 August 2020, national champions Stewart McSweyn and Jessica Hull  in the long-distance running, race walkers Jemima Montag and Rio 2016 bronze medallist Dane Bird-Smith, and reigning world javelin throw champion Kelsey-Lee Barber were the first track and field athletes officially selected to the Australian squad for the rescheduled Games.
On 3 July 2021, the track and field team was officially finalised by Athletics Australia with a contingent of 63 athletes set to represent Australia. On 25 July, Dane Bird-Smith withdrew from the team in the 20 km Walk for personal reasons.

Track & road events
Men

Women

Field events
Men

Women

Combined events – Men's decathlon",194
Australia at the 2020 Summer Olympics,Badminton,"Australia entered four badminton players (one man and three women) into the Olympic tournament based on the BWF Race to Tokyo Rankings; one entry each in the women's singles and a pair in the women's and mixed doubles. Setyana Mapasa, Gronya Somerville and Simon Leung will be making their Olympic debut, while Chen Hsuan-yu will be making her second appearance after being selected into the 2016 Rio Olympic team.",94
Australia at the 2020 Summer Olympics,Men's tournament,"Australia men's basketball team qualified for the Olympics by advancing to the second round and securing an outright berth as the highest-ranked Oceania squad at the 2019 FIBA World Cup in China.

Team roster
The roster was announced on 2 July 2021.

Group play

Quarterfinal

Semifinal

Bronze medal game",76
Australia at the 2020 Summer Olympics,Women's tournament,"Australia women's basketball team qualified for the Olympics as one of three highest-ranked eligible squads at the Bourges meet of the 2020 FIBA Women's Olympic Qualifying Tournament.

Team roster
The roster was announced on 26 May 2021. Liz Cambage withdrew before the tournament on 16 July 2021 and replaced by Sara Blicavs.

Group play

Quarterfinal",81
Australia at the 2020 Summer Olympics,Boxing,"Australia entered six boxers (four men and two women) into the Olympic tournament. 2019 world bronze medallist Justis Huni (men's heavyweight) and 2018 Commonwealth Games champion Skye Nicolson (women's featherweight), along with rookies Alex Winwood (men's flyweight), Paulo Aokuso (men's light heavyweight), and Caitlin Parker (women's middleweight), secured the spots on the Australian squad by advancing to the semifinal match of their respective weight divisions at the 2020 Asia & Oceania Qualification Tournament in Amman, Jordan. Harrison Garside completed the nation's boxing lineup by topping the list of eligible boxers from Asia and Oceania in the men's lightweight division of the IOC's Boxing Task Force Rankings. Justis Huni withdrew due to a hand injury after boxing Paul Gallen in June 2021.",177
Australia at the 2020 Summer Olympics,Slalom,"Australian canoeists qualified one boat for each of the following classes through the 2019 ICF Canoe Slalom World Championships in La Seu d'Urgell, Spain and the 2020 Oceania Championships in Auckland, New Zealand. They must also compete at the Australian Open and in two trials of the Oceania Championships, both held in Penrith, New South Wales, to assure their selection to the nation's Olympic slalom canoeing team.
On 8 November 2019, multiple world and Olympic medallist Jessica Fox was officially selected to the Australian roster for her third consecutive Games, with Rio 2016 Olympian Lucien Delfour (men's K-1) and rookie Daniel Watkins (men's C-1) joining her three months later at the end of the selection trials.",166
Australia at the 2020 Summer Olympics,Sprint,"Australian canoeists qualified a total of six boats in each of the following distances for the Games through the 2019 ICF Canoe Sprint World Championships in Szeged, Hungary and the 2020 Oceania Championships in Penrith, New South Wales.
At the end of the two-stage selection trials, fourteen sprint canoe and kayak paddlers were officially named to the Australian team on 27 March 2020, with London 2012 gold medallist Murray Stewart in the men's K-4 500 metres making his third consecutive trip to the Games.

Men

Women

Qualification Legend: FA = Qualify to final (medal); FB = Qualify to final B (non-medal); SF = Qualify to semifinal round; QF = Qualify to quarterfinal round",165
Australia at the 2020 Summer Olympics,Road,"Australia entered a squad of eight riders (four per gender) to compete in their respective Olympic road races, by virtue of their top 50 national finish (for men) and top 22 (for women) in the UCI World Ranking. Cameron Meyer later withdrew from the team.
The road cycling team was officially named on May 19, 2021, with two-time individual time trial world champion Rohan Dennis and dual world medallist Amanda Spratt returning to their third consecutive Games.

Men

Women",106
Australia at the 2020 Summer Olympics,Track,"Following the completion of the 2020 UCI Track Cycling World Championships, Australian riders accumulated spots for both men and women in team sprint, team pursuit, madison, and omnium based on their country's results in the final UCI Olympic rankings. As a result of their place in the men's and women's team sprint, Australia won its right to enter two riders in both men's and women's sprint and men's and women's keirin.
The full Australian track cycling squad was officially named on 19 March 2020, with Matthew Glaetzer (men's team sprint) and Annette Edmondson (women's team pursuit) riding for their third consecutive Games. Cameron Meyer withdrew on 5 July 2021 for personal reasons.

Sprint

Team sprint

Qualification legend: FA=Gold medal final; FB=Bronze medal final

Pursuit

Keirin

Omnium

Madison",193
Australia at the 2020 Summer Olympics,Mountain biking,"Australian mountain bikers qualified for one men's and one women's quota place each into the Olympic cross-country race, as a result of the top-two finish vying for the men's qualification under the elite category at the 2019 UCI World Championships in Mont-Sainte-Anne, Canada, and the nation's twenty-first-place finish for women, respectively, in the UCI Olympic Ranking List of 16 May 2021.",91
Australia at the 2020 Summer Olympics,BMX,"Australian riders qualified for three quota place (one men and two women) for BMX at the Olympics, as a result of the nation's sixth-place finish for men and fifth for women in the UCI BMX Olympic Qualification Ranking List of 1 June 2021.

Racing

Freestyle",65
Australia at the 2020 Summer Olympics,Diving,Australian divers qualified for the following individual spots at the Games through the 2019 FINA World Championships and 2019 Oceania Championships. They must compete at the 2020 Australian Open Championships to assure their selection to the Olympic team.,46
Australia at the 2020 Summer Olympics,Equestrian,"Australian equestrians qualified a full squad in the team dressage competition by receiving a spare berth freed up by host nation Japan, as the top-ranked nation from Southeast Asia and Oceania, not yet qualified, at the 2018 FEI World Equestrian Games in Tryon, North Carolina, United States. Additionally, the country's eventing and show jumping teams qualified for the Games by virtue of a top-six finish each in the same tournament.
The Australian equestrian teams for dressage and eventing were unveiled on June 25, 2021. At age 66, Mary Hanna is set to become the oldest Australian Olympian on record. The jumping team was named on June 30, 2021.",146
Australia at the 2020 Summer Olympics,Eventing,"Stuart Tinney and Leporis have been named the team alternates. Originally-selected Chris Burton later withdrew, causing Tinney to step in, and granting Kevin McNab and Don Quidam to become the new traveling alternates. McNab later replaced Tinney shortly prior to the competition.",63
Australia at the 2020 Summer Olympics,Jumping,"Rowan Willis and Blue Movie were named the team alternates but withdrew on 8 July. On 21 July, Jamie Kermond was removed as part of the Jumping team after testing positive for the use of cocaine, in a recreational capacity, from a sample given in an out of competition test conducted on 26 June. On 23 July Katie Laurie and Edwina Tops-Alexander were confirmed as Individual competitors.",85
Australia at the 2020 Summer Olympics,Artistic,"Australia entered two artistic gymnasts into the Olympic competition. American-based Tyson Bull secured one of the two places available for individual-based gymnasts, neither part of the team nor qualified through the all-around, in the horizontal bar exercise, while two additional berths were awarded to the Australian female gymnasts, who participated in the women's individual all-around and apparatus events at the 2019 World Championships in Stuttgart, Germany and at the 2021 Oceania Championships in Gold Coast, Queensland.

Men

Women",110
Australia at the 2020 Summer Olympics,Rhythmic,"Australia fielded a squad of rhythmic gymnasts to compete at the Olympics, by winning the gold each in the individual and group all-around  at the 2021 Oceania Championships in Gold Coast, Queensland.

Individual

Team",51
Australia at the 2020 Summer Olympics,Karate,"Australia entered one karateka into the inaugural Olympic tournament. Tsuneari Yahiro will be competing in men's kumite 75 kg, after World Karate Federation give him continental representation quotas.

Kumite",49
Australia at the 2020 Summer Olympics,Modern pentathlon,"Australia qualified two modern pentathletes for the Games. London 2012 Olympian Ed Fernon and Nanjing 2014 Youth Olympian Marina Carrier, who eventually received a berth forfeited by New Zealand, secured their selection as Oceania's top-ranked modern pentathletes at the 2019 Asia & Oceania Championships in Kunming, China.",72
Australia at the 2020 Summer Olympics,Rowing,"Australia qualified nine boats for each of the following rowing classes into the Olympic regatta, with the majority of crews confirming Olympic places for their boats at the 2019 FISA World Championships in Ottensheim, Austria. Meanwhile, the women's quadruple sculls boat was awarded to the Australian roster with a top-two finish at the 2021 FISA Final Qualification Regatta in Lucerne, Switzerland.

Men

Women

Qualification Legend: FA=Final A (medal); FB=Final B (non-medal); FC=Final C (non-medal); FD=Final D (non-medal); FE=Final E (non-medal); FF=Final F (non-medal); SA/B=Semifinals A/B; SC/D=Semifinals C/D; SE/F=Semifinals E/F; QF=Quarterfinals; R=Repechage",199
Australia at the 2020 Summer Olympics,Sailing,"Australian sailors qualified one boat in each of the following classes through the 2018 Sailing World Championships, the class-associated Worlds, and the continental regattas.
On 20 September 2019, the Australian Olympic Committee announced the first set of sailors selected for Tokyo 2020, namely Rio 2016 silver medallists and defending world 470 champions Mathew Belcher and William Ryan and world's current top-ranked Laser sailor Matthew Wearn. The skiff crews (49er and 49erFX), highlighted by Ryan's sister and fellow Rio 2016 Olympian Jaime Ryan, were named to the sailing team on 27 February 2020, while Nacra 17 cousins Jason Waterhouse and Lisa Darmanin were set to defend their Rio 2016 podium finish at the Enoshima regatta, after being selected four days later. Laser Radial sailor Mara Stransky joined the sailing roster on 19 March 2020, followed by the women's 470 crew (Nia Jerwood & Monique de Vries) over a year later. Finn yachtsman and Rio 2016 Olympian Jake Lilley rounded out the sailing selection for the rescheduled Games on 21 April 2021.

Men

Women

Mixed

M = Medal race; EL = Eliminated – did not advance into the medal race",261
Australia at the 2020 Summer Olympics,Shooting,"Australian shooters achieved quota places for the following events by virtue of their best finishes at the 2018 ISSF World Championships, the 2019 ISSF World Cup series, and Oceania Championships, as long as they obtained a minimum qualifying score (MQS) by 31 May 2020.
On 17 April 2020, the Australian Olympic Committee officially announced a roster of fifteen shooters selected for the rescheduled Olympics, with pistol ace Daniel Repacholi leading them to his remarkable fifth Games, Kazakh import Dina Aspandiyarova to her fourth, and rifle marksman Dane Sampson to his third.

Men

Women

Mixed",133
Australia at the 2020 Summer Olympics,Softball,"Australia women's softball team qualified for the Olympics by winning the gold medal and securing a lone outright berth at the final match of the WBSC Women's Softball Qualifying Event for Asia and Oceania in Shanghai, China.

Summary
Legend: 
W – Win L – Lose D – Draw 

Team roster
The roster was released on 1 July 2021.

Group play",87
Australia at the 2020 Summer Olympics,Sport climbing,"Australia entered two sport climbers into the Olympic tournament. Tom O'Halloran and Oceania Mackenzie qualified directly for the women's and men's combined events respectively, by advancing to the final stage and eventually winning the gold medal at the 2020 IFSC Oceania Championships in Sydney.",61
Australia at the 2020 Summer Olympics,Surfing,"Australia sent four surfers (two per gender) to compete in their respective shortboard races at the Games. Julian Wilson, Owen Wright, Sally Fitzgibbons, and Stephanie Gilmore finished within the top ten (for men) and top eight (for women), respectively, of those eligible for qualification in the World Surf League rankings to secure their places on the Australian roster for Tokyo 2020.

Qualification Legend: Q= Qualified directly for the third round; q = Qualified for the second round",105
Australia at the 2020 Summer Olympics,Swimming,"Australian swimmers further achieved qualifying standards in the following events (up to a maximum of 2 swimmers in each event at the Olympic Qualifying Time (OQT), and potentially 1 at the Olympic Selection Time (OST)): To assure their nomination to the Olympic team, swimmers must finish in the top two of each individual pool event under both the benchmark standard and the FINA A-cut at the 2021 Australian Championships and Olympic Trials (12 to 17 June) in Adelaide.

Men

Women

Mixed

a  Swimmers who participated in the heats only.
Several swimmers withdrew from events originally selected – Kyle Chalmers (200m freestyle), Emma McKeon (200m freestyle) and Matthew Temple (100m freestyle) and were replaced by swimmers already selected. On 22 July, Kaylee McKeown withdrew from the women's 200 m individual medley to focus on her backstroke double.",197
Australia at the 2020 Summer Olympics,Table tennis,"Australia entered six athletes into the table tennis competition at the Games. The men's and women's teams secured their respective Olympic berths by winning the gold medal each at the Oceania Qualification Event in Mornington, Victoria, permitting a maximum of two starters to compete each in the men's and women's singles tournament.
On 22 July 2020, Australian Olympic Committee nominated Rio 2016 Olympians David Powell and Chris Yan, returning Olympian Stephanie Sang from Beijing 2008, and rookie Michelle Bromley to compete in their respective singles tournaments for Tokyo 2020, following their top two finish at a national selection meet in Melbourne.

Men

Women

Mixed",136
Australia at the 2020 Summer Olympics,Taekwondo,"Australia entered four athletes into the taekwondo competition at the Games. Two-time Olympian Safwan Khalil (men's 58 kg), Jack Marton (men's 80 kg), Stacey Hymer (women's 57 kg), and Reba Stewart (women's +67 kg) topped the podium in each of their respective weight classes to secure the spots on the Australian squad at the 2020 Oceania Qualification Tournament in Gold Coast, Queensland.",96
Australia at the 2020 Summer Olympics,Tennis,"The main qualifying criterion will be players' positions on the ATP and WTA ranking lists published on 14 June 2021 after the 2021 French Open. The players entering were formally submitted by the International Tennis Federation. The ATP and WTA rankings were based on performances from the previous 52 weeks, and there were several tournaments in the two-month period between the time of the rankings being frozen for entry and the beginning of the tennis events at the Olympics. Players had to be part of a nominated team for three Billie Jean King Cup (women) or Davis Cup (men) events between the 2016 and 2020 Olympics. This requirement was reduced to two Fed/Davis Cup events during the Olympic cycle from 2016 to 2020 if their nation competed at the Zone Group round robin level for three of the four years or if the player had represented their nation at least twenty times.
No quota spots are available for mixed doubles; instead, all teams have to consist of players already qualified in the singles or doubles. The top 15 combined ranking teams and the host nation qualified.
Australia has four players eligible players in the men's tournaments and three in the women's.

Men

Women

Mixed",242
Australia at the 2020 Summer Olympics,Triathlon,"Australia qualified six triathletes for the following events at the Games by finishing among the top seven nations in the ITU Mixed Relay Olympic Rankings and the calculation of quotas following the 2021 World Triathlon Cup.

Individual

Relay",52
Australia at the 2020 Summer Olympics,3 × 3 basketball,The Australian women's 3v3 basketball team participated at the 2021 FIBA 3x3 Women's Olympic Qualifying Tournament but were defeated in the quarterfinals by Spain 14–12. The men's team were not eligible for the 2021 FIBA 3x3 Olympic Qualifying Tournament based on their ranking.,66
Australia at the 2020 Summer Olympics,Baseball,"Australia was set to compete in the 2021 Final Qualifier tournament for Baseball at the 2020 Summer Olympics in Puebla, Mexico from 22 June to 26 June 2021. However, on 9 June, the team announced that due to ""logistical challenges"", they had made a ""gut-wrenching"" decision to withdraw from the tournament. Baseball Australia Chief Executive Glenn Williams said the withdrawal was due to protocols around quarantining as a result of the COVID-19 pandemic. Australia was ranked sixth in the world at the time of its announcement to withdraw.",117
Australia at the 2020 Summer Olympics,Fencing,"Australia sent six fencers to the 2021 Asian Zone Olympic Qualifying in Tashkent, Uzbekistan from 25 to 26 April. However, none of the athletes were successful in qualifying for the Olympic events. The qualifiers eventually went to  Roman Petrov from (Kyrgyzstan), Huang Mengkai (China), Sherzov Mamutov (Uzbekistan) in the men's event and Kiria Tikanah and Amita Berthier (Singapore), and Zaynab Dayibekova (Uzbekistan) in the women's event. Australia last participated in fencing at the 2004 Summer Olympics with Evelyn Halls in the women's épée.",141
Australia at the 2020 Summer Olympics,Wrestling,"Australia sent four athletes to the 2021 African & Oceania Wrestling Olympic Qualification Tournament and one athlete at the 2021 World Wrestling Olympic Qualification Tournament. However, no Australians who participated advanced to the finals to qualify for a berth at the wrestling event at the 2020 Olympics. Australia has won one silver and two bronze medals in freestyle wrestling but has not won a medal in the Greco-Roman event.",84
Australia at the 2020 Summer Olympics,Team facts,"The second-largest team sent from Australia to a non-home Olympic Games, behind the 482 athletes who competed at the 2004 Summer Olympics.
The third-largest Australian contingent sent to an Olympic Games, behind the 617 athletes who competed at the 2000 Summer Olympics.
Highest percentage of female athletes to compete for Australia – 53.5% (256 athletes) (Previous highest 50.90% Rio 2016 – 214 athletes)
Highest number of Indigenous athletes – 16 athletes. (Previous highest 12 at Sydney 2000). Women – Ash Barty (tennis), Angeline Blackburn (athletics), Taliqua Clancy (beach volleyball), Leilani Mitchell (basketball), Brooke Peris (hockey), Stacy Porter (softball), Kyah Simon (football), Tarni Stepto (softball), Lydia Williams (football). Men – Thomas Grice (shooting sports), Maurice Longbottom (rugby sevens), Patrick Mills (basketball), Dylan Pietsch (rugby sevens), Brandon Wakeling (weightlifting), Alex Winwood (boxing)
Oldest ever Australian Olympic competitor – Mary Hanna 66, Equestrian
Most Olympic Games for Australia – Andrew Hoy competing at his eighth Games in Tokyo
Most Olympic Games for Australian women – Jian Fang Lay (table tennis) and Mary Hanna (equestrian) both competing at their sixth Games in Tokyo",286
Table tennis at the 2020 Summer Olympics – Women's team,Summary,The women's team table tennis event was part of the table tennis programme at the 2020 Summer Olympics in Tokyo. The event took place from 1 August to 5 August 2021 at Tokyo Metropolitan Gymnasium.,44
Table tennis at the 2020 Summer Olympics – Women's team,Format,"Teams were made up of three players. Each team match was made up of five individual matches and ended when either side has won three matches. The order of a team match was changed as follows: a doubles match, two singles matches, and if neither side had won three matches by this point, a maximum of two extra singles matches were played. The new order avoids any players playing two matches in succession, and forces players who play two singles to compete in the second individual match.",100
Table tennis at the 2020 Summer Olympics – Women's team,Seeds,The women’s team Olympic qualification rankings published in July 2021 was used for seeding purposes. The results of the draw are announced on 21 July at the Tokyo Metropolitan Gymnasium. Each team is eligible to nominate one reserve player to the Tokyo Games to replace a team member who is injured or has an illness.,67
Canoeing at the 2020 Summer Olympics – Women's slalom K-1,Summary,The women's K-1 slalom canoeing event at the 2020 Summer Olympics took place on 25 and 27 July 2021 at the Kasai Canoe Slalom Course. 27 canoeists from 27 nations competed.,48
Canoeing at the 2020 Summer Olympics – Women's slalom K-1,Background,"This was the ninth appearance of the event, having previously appeared in every Summer Olympics with slalom canoeing: 1972 and 1992 to 2016.
Reigning Olympic champion Maialen Chourraut of Spain made her fourth Olympic appearance (she also took bronze in 2012), attempting to defend her title. Reigning World Champion Eva Terčelj of Slovenia also competed as a medal hopeful. She placed 13th in 2012.",90
Canoeing at the 2020 Summer Olympics – Women's slalom K-1,Qualification,"A National Olympic Committee (NOC) could enter only 1 qualified canoeist in the women's slalom K-1 event. A total of 24 qualification places were available, allocated as follows:

1 place for the host nation, Japan
18 places awarded through the 2019 ICF Canoe Slalom World Championships
5 places awarded through continental tournaments, 1 per continent
Three additional athletes competed, having already earned a quota in the Women's C1 event.
Qualifying places were awarded to the NOC, not to the individual canoeist who earned the place.
The World Championships quota places were allocated as follows:

Continental and other places:

Notes
a The quota for the Americas was allocated to the NOC with the highest-ranked eligible athlete, due to the cancellation of the 2021 Pan American Championships.",175
Canoeing at the 2020 Summer Olympics – Women's slalom K-1,Competition format,"Slalom canoeing uses a three-round format, with heats, semifinal, and final. In the heats, each canoeist had two runs at the course with the better time counting. The top 24 advanced to the semifinal. In the semifinal, the canoeists get a single run; the top 10 advanced to the final. The best time in the single-run final wins gold.
The canoe course was approximately 250 metres (820 ft) long, with up to 25 gates that the canoeist had to pass in the correct direction. Penalty time was added for infractions such as passing on the wrong side or touching a gate. Runs typically lasted approximately 95 seconds.",142
List of canoeists at the 2020 Summer Olympics,Canoe Slalom,"This table lists the athletes competing in canoe slalom events at the 2020 Olympics, along with their ICF World Ranking going into the event. Eight female athletes competing in both the K1W and C1W disciplines provide additional places in each event, increasing the total athletes to 27 and 22, respectively.",65
List of canoeists at the 2020 Summer Olympics,Male,"This table lists the male athletes competing in individual canoe sprint events at the 2020 Olympics, in alphabetical order by nation.

This table lists the male athletes competing in team boats at the 2020 Olympics, in alphabetical order by nation.",51
List of canoeists at the 2020 Summer Olympics,Female,"This table lists the female athletes competing in individual canoe sprint events at the 2020 Olympics, in alphabetical order by nation.

This table lists the female athletes competing in team boats at the 2020 Olympics, in alphabetical order by nation.",51
Field hockey at the 2020 Summer Olympics – Women's team squads,Summary,"This article shows the squads of all participating teams at the women's field hockey tournament at the 2020 Summer Olympics in Tokyo.
In July 2021, the IOC allowed teams to nominate up to 18 players instead of the usual 16, due to the COVID-19 pandemic.
Age, caps and club as of 24 July 2021.",71
India at the 2020 Summer Olympics,Summary,"India competed at the 2020 Summer Olympics in Tokyo, Japan. Originally scheduled to take place in July–August 2020, the games were postponed to 23 July to 8 August 2021, due to the COVID-19 pandemic. The Games marked the nation's 25th appearance at the Summer Olympics after having made its official debut at the 1900 Summer Olympics.
India sent its largest-ever contingent consisting of 119 athletes competing across 18 sports in the Games. India entered an athlete for the fencing event for the first time in the Games history. The Games also marked the first time the nation qualified multiple athletes for sailing and achieved a direct qualification for swimming event. Mary Kom and Manpreet Singh were the flag-bearers for the opening ceremony and Bajrang Punia carried the flag during the closing ceremony.
This was also the most successful Games for India with seven medals including one gold, two silver and four bronze. The lone gold medal won by Neeraj Chopra was India's first ever in athletics and the second ever individual gold medal. India also won its first ever silver medal in weight lifting. The men's national field hockey team won the bronze medal to record their first Olympic medal since 1980. The team also recorded its third boxing medal ever and fifth and sixth Olympic medals in wrestling.",264
India at the 2020 Summer Olympics,Background,"The Indian Olympic Association was recognized by the International Olympic Committee in 1927. The nation made its Summer Olympics debut in the 1900 Olympics at Paris with a lone athlete participating in the Games. By the time the IOA was established, India had already competed in two more Summer Olympic Games in 1920, and 1924. Indian athletes have appeared in every edition of the Summer Olympic Games since 1920 and this edition of the Games marked the nation's 25th appearance at the Summer Olympics. Originally scheduled to take place from 24 July to 9 August 2020, the games were postponed to 23 July to 8 August 2021 due to the COVID-19 pandemic.
The Indian contingent for the games consisted of 228 people and was its largest ever for the Summer Games. It included 119 athletes, who competed across 18 sports and other support staff. Biren Prasad Baishya served as the chef de mission. The official kit for the Games was unveiled in New Delhi on 3 June 2021. The first batch of 88 personnel including 54 athletes reached the Games village in Tokyo on 18 July 2021.
Mary Kom and Manpreet Singh were the flag-bearers for the opening ceremony held on 23 July 2021 at the Olympic Stadium in Tokyo. Bajrang Punia was the flag-bearer for the closing ceremony held on 8 August 2021 at the same venue.",272
India at the 2020 Summer Olympics,Medal summary,"India achieved its most successful performance in a single Games with seven medals including one gold, two silver and four bronze. Neeraj Chopra won gold in the men's javelin throw, thereby winning India's first ever gold medal in athletics. This was also India's second ever individual gold medal after Abhinav Bindra won gold in shooting in 2008. This was also India's first athletics medal since its first appearance as an independent nation in 1948, and its third overall after Norman Pritchard's silver medals in 1900.
With her silver medal in the women's 49 kg event, Saikhom Mirabai Chanu won India's first ever silver medal in weight lifting, and its first medal in the sport since 2000. P. V. Sindhu won a bronze in women's badminton singles event. Having won the silver medal in the same event in 2016, she became the first Indian female athlete and second Indian to win medals in consecutive Summer Games in individual events. The men's national field hockey team won the bronze medal to record their first Olympic medal since 1980. Lovlina Borgohain won a bronze in the women's welterweight category in boxing, thereby becoming only the third Indian to win a boxing medal at the Games after Vijender Singh in 2008 and Mary Kom in 2012. Ravi Kumar Dahiya and Bajrang Punia won silver and bronze respectively in the men's freestyle wrestling for India's fifth and sixth Olympic medals in the sport.",304
India at the 2020 Summer Olympics,Archery,"As per World Archery, each National Olympic Committee (NOC) could enter a maximum of six competitors with three per gender. NOCs that qualified teams were also allowed to have each member compete in the individual event with the remaining spots filled by individual qualification tournaments.
The Indian men's team qualified for the team event by winning the silver medal at the 2019 World Archery Championships held at 's-Hertogenbosch, Netherlands in June 2019. Deepika Kumari was the only Indian women archer to qualify for the Games. She beat compatriot Ankita Bhakat to claim the final Olympic quota spot in the recurve qualification event held at the 2019 Asian Archery Championships in Bangkok, Thailand in November 2019. The Indian archery squad was officially announced on 8 March 2021, consisting of the men's team of Atanu Das, Pravin Jadhav and Tarundeep Rai and the lone woman archer Kumari, with the last two participating in their third Olympic Games.
The ranking rounds were held at the Yumenoshima Park in Tokyo on 23 July 2021. In the men's individual ranking rounds, Jadhav was the highest placed Indian with 656 points in 31st place followed by Das in 35th and Rai in 37th. Their combined score resulted in ninth seed for the team event. Kumari was seeded ninth for the women's individual event with Jadhav and Kumari combining to be seeded at ninth for the mixed team event.
In the mixed team event held on 24 July, India defeated Chinese Taipei in the round of 16 before losing to eventual gold medalists South Korea in the quarterfinals. In the men's team event held on 26 July, the Indian team achieved a similar result, losing to eventual gold medalists South Korea in the quarterfinals after having overcome Kazakhstan in the round of 16. In the men's individual events, Jadhav and Rai did not progress beyond the round of 32 while Das lost in the round of 16 to Takaharu Furukawa of Japan after winning his initial two bouts. In the women's individual event, Kumari won her first two rounds by point scores before she beat Ksenia Perova by a single arrow shoot off in the next round. In the quarterfinals, she lost to eventual gold medalist An San of South Korea.

Legend:Q = Qualified for the next phase; W = Win; L = Loss",500
India at the 2020 Summer Olympics,Athletics,"As per the governing body World Athletics (WA), a NOC was allowed to enter up to three qualified athletes in each individual event and one qualified relay team if the Olympic Qualifying Standards (OQS) for the respective events had been met during the qualifying period. The remaining places were allocated based on the World Athletics Rankings which were derived from the average of the best five results for an athlete over the designated qualifying period, weighted by the importance of the meet.
Indian qualified nine athletes for individual track events, seven for field events and two relay teams. Irfan Kolothum Thodi was the first Indian athlete who qualified for the Games after he achieved the qualification time for the men's 20 km walk event at the Asian Race-Walking Championships at Nomi, Japan in March 2019. Indian duo of Sandeep Kumar and Rahul Rohilla qualified for the same event after they achieved the qualification standard of 1:21.00 at the National Race-Walking Championships in 2021. Bhawna Jat was the first Indian woman athlete to secure qualification for the Games after she clocked a time of 1:29:54 at the 2020 National championships to finish within the OQS of 1:31:00 for the women's 20 km walk event. Priyanka Goswami clocked 1:28:45 when she won the National championships in 2021 to qualify for the same event. Dutee Chand qualified for the women's 100 m and 200 m events on the basis of her world ranking of 47 and 59 respectively. Avinash Sable achieved the qualification standard of 8:22.00 for the men's 3000 m steeple chase when he clocked 8:21.37 in the IAAF World Athletics Championships in Doha, Qatar. M. P. Jabir and Gurpreet Singh qualified for the men's 400 m hurdles and men's 50 km walk events respectively through their respective world rankings.
In the field events, Neeraj Chopra and Shivpal Singh attained the qualification standard of 85 meters (m) for the men's javelin throw event with throws of 87.86 m and 85.47 m respectively at the ACNW League Meeting held at Potchefstroom, South Africa in January 2021. Murali Sreeshankar made the cut for the men's long jump after he surpassed the qualification standard of 8.22 m with an 8.26 m jump in the Federation Cup event in March 2021. In the same competition, Kamalpreet Kaur breached the Olympic qualification standard of 63 m with a throw of 65.06 m in the women's discus throw. Seema Punia achieved the qualification standard for the same event with a throw of 63.72 on the deadline day on 29 June 2021. Tajinderpal Singh Toor qualified for the men's shot put after achieving the Olympic standard with an Asian record throw of 21.49 m in the Indian Grand Prix event in June 2021. Annu Rani qualified for the women's javelin throw event by virtue of her world ranking. India also entered relay teams in the men's and Athletics at the 2020 Summer Olympics – Mixed 4 × 400 metres relay|mixed 4 X 400 m relay events.

Road events took place at Odori Park in Sapporo and the National Stadium was the venue of all the track and field events. In the race walking events, none of the Indians achieved a medal with Goswmani being the best finisher in 17th in the women's 20 km event. In the track events, Chand and Jabir failed to progress beyond the initial rounds in their respective events. In the men's steeple chase event, Sable clocked a time of 8:18.12 to set a new national record but failed to progress to the next stage. The Indian mixed relay team also failed to progress to the final after finishing last i n their heats. In the men's relay event, the Indian team set a new Asian record with a time of 3:00.25 but finished fourth in their heats to miss the qualification by less than a second.
In the field events, Sreeshankar, Toor and Shivpal Singh did not progress beyond the qualification groups in their respective events. Likewise, in the women's events, Punia and Rani failed to progress to the finals. In the women's discus, Kaur made it to the finals after her 64 m throw in the qualification event. In the final, she could achieve a best throw of only 63.7 m and was placed sixth in the overall classification. In the men's javelin throw, Chopra registered a best throw of 86.65 m in the qualification event to top the table. In the finals, he achieved a best throw of 87.58 m in his second attempt to win the gold medal. Chopra's medal was the first gold medal for India in athletics at the Olympic Games and the second ever individual gold after Abhinav Bindra in 2008.

Track & road events
Men

Women

Mixed

Field events",1042
